customerID,country,region,lang,cpc_index,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_band,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,Contract_enc,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charge_tier,churn_risk_score,Churn
1976-CFOCS,Germany,EU,fr,0.92,Female,1,1,0,1,New (0-12m),1,0,DSL,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,46.0,46.0,Mid,0.8613,1
1977-STDKI,Mexico,LATAM,es,0.38,Female,1,0,0,1,New (0-12m),1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,1,Electronic check,73.0,73.0,High,0.8668,1
1980-KXVPM,Chile,LATAM,es,0.38,Female,1,0,0,3,New (0-12m),1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Credit card (automatic),75.05,256.25,High,0.9189,1
1981-INRFU,Canada,NA,en,1.0,Female,0,0,0,2,New (0-12m),1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,79.75,164.5,High,0.8275,1
1982-FEBTD,Morocco,MENA,ar,0.55,Female,0,1,1,23,Growing (13-36m),1,1,No,0,0,0,0,0,0,Two year,2,1,Credit card (automatic),25.6,514.75,Low,0.4025,0
1984-FCOWB,Dominican Republic,LATAM,es,0.38,Female,0,1,0,70,Champion (60+m),1,1,Fiber optic,0,1,1,1,1,1,One year,1,1,Electronic check,109.5,7674.55,Premium,0.3294,1
1984-GPTEH,New Zealand,NA,en,1.0,Female,0,0,0,29,Growing (13-36m),1,1,No,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,25.15,702.0,Low,0.5075,0
1985-MBRYP,Saudi Arabia,MENA,ar,0.55,Female,0,0,0,43,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),19.65,779.25,Low,0.1948,0
1986-PHGZF,Argentina,LATAM,es,0.38,Male,1,0,0,18,Growing (13-36m),1,1,DSL,1,1,0,0,0,0,Month-to-month,0,1,Credit card (automatic),58.4,964.9,Mid,0.777,0
1987-AUELQ,Nigeria,Africa,en,0.22,Female,0,1,0,71,Champion (60+m),1,1,No,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),25.05,1873.7,Low,0.051,0
1989-PRJHP,Philippines,APAC,ja,0.61,Male,1,1,0,27,Growing (13-36m),1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,75.5,1893.95,High,0.6626,1
1991-VOPLL,Morocco,MENA,ar,0.55,Female,0,0,0,9,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,19.05,157.65,Low,0.6504,0
1996-DBMUS,United Kingdom,EU,fr,0.92,Female,1,1,0,48,Loyal (37-60m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Bank transfer (automatic),70.65,3545.05,High,0.7033,0
1998-VHJHK,France,EU,fr,0.92,Female,0,0,0,27,Growing (13-36m),1,0,No,0,0,0,0,0,0,One year,1,0,Mailed check,19.15,501.35,Low,0.4151,0
2000-DHJUY,Turkey,MENA,ar,0.55,Female,1,1,0,70,Champion (60+m),1,1,DSL,1,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),92.2,6474.45,Premium,0.2228,0
2000-MPKCA,Malaysia,APAC,ja,0.61,Female,0,0,0,58,Loyal (37-60m),1,1,Fiber optic,1,1,1,0,1,1,One year,1,1,Electronic check,107.75,6332.75,Premium,0.3891,0
2001-EWBQU,Egypt,MENA,ar,0.55,Female,0,0,0,60,Loyal (37-60m),1,1,Fiber optic,0,1,1,0,1,1,Two year,2,0,Electronic check,104.7,6333.8,Premium,0.2052,0
2001-MCUUW,China,APAC,ja,0.61,Male,0,0,0,46,Loyal (37-60m),1,1,Fiber optic,0,1,1,1,1,1,Two year,2,0,Electronic check,108.65,4903.2,Premium,0.3329,0
2002-MZHWP,Uzbekistan,CIS,ru,0.3,Female,0,0,0,1,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,20.5,20.5,Low,0.6739,1
2003-CKLOR,United States,NA,en,1.0,Male,0,0,0,66,Champion (60+m),1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,0,Electronic check,99.5,6710.5,Premium,0.3904,1
2004-OCQXK,United Kingdom,EU,fr,0.92,Female,0,0,0,1,New (0-12m),1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,81.95,81.95,High,0.8191,1
2005-DWQZJ,Portugal,EU,fr,0.92,Female,0,1,1,8,New (0-12m),1,0,No,0,0,0,0,0,0,Two year,2,0,Mailed check,19.05,201.7,Low,0.3964,0
2007-QVGAW,Italy,EU,fr,0.92,Female,0,1,1,68,Champion (60+m),1,0,No,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),19.35,1292.65,Low,0.1306,0
2011-TRQYE,Sweden,EU,fr,0.92,Male,0,0,0,18,Growing (13-36m),0,0,DSL,0,1,1,0,0,0,Month-to-month,0,1,Credit card (automatic),33.5,600.0,Low,0.5544,1
2012-NWRPA,Indonesia,APAC,ja,0.61,Female,1,1,0,11,New (0-12m),1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,99.55,1131.2,Premium,0.8967,1
2013-SGDXK,Peru,LATAM,es,0.38,Female,0,0,0,1,New (0-12m),1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,0,Electronic check,84.3,84.3,High,0.8703,1
2014-MKGMH,Peru,LATAM,es,0.38,Female,0,0,0,46,Loyal (37-60m),1,1,Fiber optic,0,0,1,0,1,1,One year,1,1,Electronic check,101.1,4674.4,Premium,0.491,0
2017-CCBLH,Netherlands,EU,fr,0.92,Female,0,0,0,8,New (0-12m),1,0,No,0,0,0,0,0,0,Two year,2,0,Mailed check,20.0,141.6,Low,0.4617,0
2018-PZKMU,Philippines,APAC,ja,0.61,Male,0,1,1,9,New (0-12m),1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,0,0,Electronic check,103.1,970.45,Premium,0.6886,0
2018-QKYGT,South Africa,Africa,en,0.22,Male,0,1,1,1,New (0-12m),1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,81.05,81.05,High,0.9033,0
2019-HDCZY,Kazakhstan,CIS,ru,0.3,Male,0,1,0,63,Champion (60+m),1,1,Fiber optic,0,0,1,0,1,1,Two year,2,0,Electronic check,102.6,6296.75,Premium,0.2095,0
2023-VQFDL,Thailand,APAC,ja,0.61,Male,0,0,0,18,Growing (13-36m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,19.0,348.8,Low,0.5388,0
2024-BASKD,New Zealand,NA,en,1.0,Female,0,0,0,1,New (0-12m),1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,1,Mailed check,74.6,74.6,High,0.8195,1
2025-JKFWI,Spain,EU,fr,0.92,Male,0,0,0,13,Growing (13-36m),1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,1,Mailed check,99.0,1301.7,Premium,0.7586,1
2026-TGDHM,Ecuador,LATAM,es,0.38,Female,0,0,0,7,New (0-12m),1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,79.3,523.15,High,0.6847,1
2027-CWDNU,Spain,EU,fr,0.92,Male,0,1,1,18,Growing (13-36m),1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,0,1,Electronic check,85.6,1601.5,High,0.7269,0
2027-DNKIV,Malaysia,APAC,ja,0.61,Male,0,1,1,37,Loyal (37-60m),1,0,DSL,1,0,1,1,0,0,One year,1,1,Mailed check,58.75,2203.1,Mid,0.3936,0
2027-FECZV,Ethiopia,Africa,en,0.22,Male,0,0,0,12,New (0-12m),1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,1,Electronic check,106.7,1253.9,Premium,0.8524,1
2027-OAQQC,Germany,EU,fr,0.92,Female,0,0,0,43,Loyal (37-60m),0,0,DSL,0,0,1,0,1,1,Month-to-month,0,1,Bank transfer (automatic),49.05,2076.2,Mid,0.5486,1
2027-WKXMW,Sweden,EU,fr,0.92,Female,0,1,0,63,Champion (60+m),1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,0,1,Electronic check,108.75,6871.7,Premium,0.5731,0
2030-BTZRO,Turkey,MENA,ar,0.55,Male,0,1,1,6,New (0-12m),1,0,No,0,0,0,0,0,0,Two year,2,1,Credit card (automatic),20.4,107.6,Low,0.4187,0
2034-CGRHZ,Argentina,LATAM,es,0.38,Male,1,0,0,24,Growing (13-36m),1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,1,Credit card (automatic),102.95,2496.7,Premium,0.8762,1
2034-GDRCN,Qatar,MENA,ar,0.55,Female,0,0,0,2,New (0-12m),1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,90.4,168.2,Premium,0.8512,1
2037-SGXHH,Singapore,APAC,ja,0.61,Male,0,1,1,38,Loyal (37-60m),1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,1,Electronic check,94.65,3624.3,Premium,0.6274,1
2037-XJFUP,India,APAC,ja,0.61,Male,0,1,0,33,Growing (13-36m),1,0,Fiber optic,0,0,1,0,1,1,One year,1,1,Electronic check,95.8,3036.75,Premium,0.5276,1
2038-LLMLM,Italy,EU,fr,0.92,Female,0,0,0,48,Loyal (37-60m),1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,1,Electronic check,103.85,4946.05,Premium,0.5608,0
2038-OEQZH,Chile,LATAM,es,0.38,Male,0,0,0,4,New (0-12m),1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,0,Electronic check,86.05,308.1,High,0.7832,0
2038-YSEZE,UAE,MENA,ar,0.55,Female,0,0,0,29,Growing (13-36m),1,1,DSL,1,1,0,1,0,0,Month-to-month,0,0,Mailed check,67.45,1801.1,High,0.6731,0
2039-JONDJ,Spain,EU,fr,0.92,Male,0,0,0,27,Growing (13-36m),1,0,DSL,1,1,0,0,0,0,One year,1,0,Bank transfer (automatic),55.45,1477.65,Mid,0.4825,0
2040-LDIWQ,Ethiopia,Africa,en,0.22,Male,0,1,1,65,Champion (60+m),1,1,DSL,0,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),84.2,5324.5,High,0.2616,0
2040-OBMLJ,Brazil,LATAM,es,0.38,Male,0,0,0,31,Growing (13-36m),1,1,Fiber optic,0,0,0,1,0,0,One year,1,0,Credit card (automatic),81.7,2548.65,High,0.5425,0
2040-VZIKE,Israel,MENA,ar,0.55,Female,0,1,0,49,Loyal (37-60m),1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,1,Mailed check,100.85,4847.35,Premium,0.5827,0
2040-XBAVJ,United Kingdom,EU,fr,0.92,Male,0,1,1,72,Champion (60+m),1,1,Fiber optic,1,1,1,1,1,1,Two year,2,0,Bank transfer (automatic),114.45,8100.55,Premium,0.2352,0
2041-JIJCI,Vietnam,APAC,ja,0.61,Female,0,0,0,5,New (0-12m),1,1,DSL,0,1,0,0,0,1,Month-to-month,0,1,Electronic check,64.0,370.25,Mid,0.8546,0
2043-WVTQJ,China,APAC,ja,0.61,Male,0,1,0,1,New (0-12m),1,0,DSL,1,0,1,0,0,0,Month-to-month,0,0,Mailed check,55.7,55.7,Mid,0.7836,0
2045-BMBTJ,Kenya,Africa,en,0.22,Female,1,0,0,33,Growing (13-36m),0,0,DSL,1,1,1,0,1,1,Month-to-month,0,1,Bank transfer (automatic),59.45,1884.65,Mid,0.7357,0
2049-BAFNW,Switzerland,EU,fr,0.92,Female,0,0,0,1,New (0-12m),0,0,DSL,0,0,1,1,0,0,Month-to-month,0,0,Mailed check,35.9,35.9,Mid,0.7467,0
2050-ONYDQ,Israel,MENA,ar,0.55,Female,0,1,1,65,Champion (60+m),1,1,No,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),26.0,1654.85,Low,0.0751,0
2054-PJOCK,Vietnam,APAC,ja,0.61,Female,0,0,0,60,Loyal (37-60m),1,1,DSL,0,0,1,1,1,1,One year,1,0,Credit card (automatic),80.55,4847.05,High,0.3266,0
2055-BFOCC,New Zealand,NA,en,1.0,Male,1,1,0,63,Champion (60+m),1,0,DSL,1,1,1,1,1,1,One year,1,1,Bank transfer (automatic),84.0,5329.55,High,0.4303,0
2055-PDADH,Kenya,Africa,en,0.22,Female,1,0,0,3,New (0-12m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,70.4,204.7,High,0.9921,1
2055-SIFSS,Israel,MENA,ar,0.55,Female,1,1,0,55,Loyal (37-60m),1,1,DSL,0,0,0,0,0,0,Month-to-month,0,0,Bank transfer (automatic),51.65,2838.55,Mid,0.5315,0
2056-EVGZL,Kuwait,MENA,ar,0.55,Male,0,1,1,68,Champion (60+m),1,0,Fiber optic,0,1,1,1,1,1,One year,1,0,Credit card (automatic),105.75,7322.5,Premium,0.3674,0
2057-BOYKM,Egypt,MENA,ar,0.55,Female,1,1,0,72,Champion (60+m),1,1,Fiber optic,1,1,1,1,0,0,Two year,2,1,Bank transfer (automatic),96.6,6827.5,Premium,0.2527,0
2057-ZBLPD,India,APAC,ja,0.61,Female,0,1,0,21,Growing (13-36m),1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,86.5,1808.7,High,0.7099,1
2058-DCJBE,Ghana,Africa,en,0.22,Male,0,0,0,5,New (0-12m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,69.75,324.6,High,0.8231,1
2061-VVFST,Spain,EU,fr,0.92,Female,0,1,0,37,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Bank transfer (automatic),19.5,805.2,Low,0.5486,0
2065-MMKGR,Qatar,MENA,ar,0.55,Female,0,0,0,29,Growing (13-36m),1,1,DSL,0,0,0,0,1,1,One year,1,1,Credit card (automatic),71.0,2080.1,High,0.5433,0
2067-QYTCF,Colombia,LATAM,es,0.38,Female,0,1,0,64,Champion (60+m),1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,0,1,Electronic check,111.15,6953.4,Premium,0.5033,0
2068-WWXQZ,Guatemala,LATAM,es,0.38,Male,0,0,0,46,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),20.05,902.0,Low,0.2588,0
2070-FNEXE,UAE,MENA,ar,0.55,Female,1,0,0,7,New (0-12m),1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,0,Bank transfer (automatic),76.45,503.6,High,0.8505,1
2070-XYMFH,Chile,LATAM,es,0.38,Female,1,0,0,23,Growing (13-36m),1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,1,Mailed check,79.35,1835.3,High,0.8117,0
2072-ZVJJX,Turkey,MENA,ar,0.55,Male,0,1,0,68,Champion (60+m),1,1,No,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),25.25,1728.2,Low,0.1268,0
2073-QBVBI,Vietnam,APAC,ja,0.61,Female,0,1,0,41,Loyal (37-60m),0,0,DSL,0,1,0,1,0,0,One year,1,0,Mailed check,35.45,1391.65,Mid,0.3673,0
2074-GKOWZ,UAE,MENA,ar,0.55,Male,0,1,1,2,New (0-12m),1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,1,Bank transfer (automatic),89.55,185.55,High,0.874,1
2074-GUHPQ,Malaysia,APAC,ja,0.61,Female,0,0,1,17,Growing (13-36m),1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,1,Credit card (automatic),92.7,1556.85,Premium,0.8288,0
2075-PUEPR,Chile,LATAM,es,0.38,Male,0,1,1,55,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),19.35,1153.25,Low,0.1536,0
2075-RMJIK,Spain,EU,fr,0.92,Female,0,1,1,5,New (0-12m),1,0,DSL,1,0,0,0,0,0,Month-to-month,0,1,Mailed check,49.4,232.55,Mid,0.68,0
2077-DDHJK,Australia,NA,en,1.0,Female,0,1,0,68,Champion (60+m),1,1,DSL,1,1,1,1,0,0,Two year,2,0,Credit card (automatic),70.9,4911.35,High,0.2237,0
2077-MPJQO,Portugal,EU,fr,0.92,Male,1,1,0,7,New (0-12m),1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,75.4,533.05,High,0.7998,0
2079-FBMZK,India,APAC,ja,0.61,Female,0,0,0,6,New (0-12m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,69.25,418.4,High,0.7159,1
2080-CAZNM,UAE,MENA,ar,0.55,Female,1,0,0,41,Loyal (37-60m),1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,1,Electronic check,104.4,4133.95,Premium,0.7716,0
2080-GKCWQ,Portugal,EU,fr,0.92,Male,0,0,0,2,New (0-12m),1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,0,Electronic check,74.95,151.75,High,0.7511,0
2080-SRCDE,Ethiopia,Africa,en,0.22,Female,0,0,1,1,New (0-12m),1,1,No,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,25.4,25.4,Low,0.6267,0
2081-KJSQF,Uzbekistan,CIS,ru,0.3,Male,0,0,0,1,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,20.25,20.25,Low,0.6981,0
2081-VEYEH,Kenya,Africa,en,0.22,Male,0,0,0,3,New (0-12m),1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,0,1,Electronic check,107.95,318.6,Premium,0.9322,0
2082-CEFLT,Belarus,CIS,ru,0.3,Male,0,0,0,1,New (0-12m),1,0,DSL,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,45.6,45.6,Mid,0.6853,1
2082-OJVTK,Turkey,MENA,ar,0.55,Male,0,1,1,29,Growing (13-36m),1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,1,Electronic check,89.2,2698.35,High,0.7141,1
2085-BOJKI,Poland,EU,fr,0.92,Male,0,1,0,17,Growing (13-36m),1,0,Fiber optic,0,0,1,0,1,1,One year,1,1,Bank transfer (automatic),96.65,1588.25,Premium,0.6571,0
2085-JVGAD,Dominican Republic,LATAM,es,0.38,Male,0,1,0,37,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Bank transfer (automatic),20.35,697.65,Low,0.5275,0
2087-QAREY,Peru,LATAM,es,0.38,Female,0,1,0,22,Growing (13-36m),1,0,DSL,0,1,1,0,0,0,Month-to-month,0,1,Mailed check,54.7,1178.75,Mid,0.6747,0
2088-IEBAU,Kazakhstan,CIS,ru,0.3,Female,0,0,0,68,Champion (60+m),1,1,DSL,1,1,1,1,1,1,Two year,2,1,Electronic check,88.15,6148.45,High,0.1921,0
2091-GPPIQ,Poland,EU,fr,0.92,Female,0,1,1,72,Champion (60+m),1,1,DSL,0,1,0,1,1,1,Two year,2,1,Electronic check,78.95,5730.15,High,0.1953,0
2091-MJTFX,South Korea,APAC,ja,0.61,Female,0,1,1,30,Growing (13-36m),0,0,DSL,0,0,0,1,1,1,Month-to-month,0,0,Credit card (automatic),51.2,1561.5,Mid,0.6084,1
2091-RFFBA,Turkey,MENA,ar,0.55,Female,1,0,0,31,Growing (13-36m),1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,73.9,2217.15,High,0.7183,1
2096-XOTMO,France,EU,fr,0.92,Female,0,1,1,16,Growing (13-36m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,19.35,275.9,Low,0.6797,0
2097-YVPKN,Kenya,Africa,en,0.22,Male,0,0,0,65,Champion (60+m),1,1,No,0,0,0,0,0,0,Two year,2,0,Mailed check,25.75,1654.75,Low,0.0704,0
2100-BDNSN,Ecuador,LATAM,es,0.38,Female,0,1,0,5,New (0-12m),1,1,DSL,0,0,1,1,1,0,Month-to-month,0,0,Bank transfer (automatic),67.95,350.3,High,0.747,1
2101-RANCD,China,APAC,ja,0.61,Female,0,0,0,55,Loyal (37-60m),1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,73.1,4144.9,High,0.4586,0
2103-ZRXFN,Kenya,Africa,en,0.22,Male,0,0,0,1,New (0-12m),1,1,DSL,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,50.75,50.75,Mid,0.757,0
2105-PHWON,Thailand,APAC,ja,0.61,Female,0,1,0,33,Growing (13-36m),1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,0,1,Credit card (automatic),95.0,3008.15,Premium,0.6083,0
2107-FBPTK,Colombia,LATAM,es,0.38,Female,1,0,0,30,Growing (13-36m),1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,1,Electronic check,104.1,3121.1,Premium,0.7768,0
2108-GLPQB,Philippines,APAC,ja,0.61,Male,0,1,0,25,Growing (13-36m),1,1,DSL,0,0,1,0,0,0,Month-to-month,0,0,Credit card (automatic),55.55,1405.3,Mid,0.5665,0
2108-XWMPY,Colombia,LATAM,es,0.38,Male,0,0,0,3,New (0-12m),0,0,DSL,1,1,0,0,0,0,Month-to-month,0,1,Mailed check,35.45,106.85,Mid,0.6432,1
2108-YKQTY,Kazakhstan,CIS,ru,0.3,Female,0,0,0,4,New (0-12m),1,0,DSL,0,1,0,0,0,0,Month-to-month,0,0,Credit card (automatic),50.7,151.3,Mid,0.7812,1
2111-DWYHN,France,EU,fr,0.92,Male,0,0,0,1,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,21.1,21.1,Low,0.7844,0
2114-MGINA,Jordan,MENA,ar,0.55,Female,0,0,0,14,Growing (13-36m),1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,1,Mailed check,89.8,1129.1,High,0.7889,1
2115-BFTIW,UAE,MENA,ar,0.55,Male,0,0,0,25,Growing (13-36m),1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,70.95,1767.35,High,0.7585,1
2120-SMPEX,Kenya,Africa,en,0.22,Male,0,0,0,25,Growing (13-36m),1,0,No,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,20.15,536.35,Low,0.5791,0
2121-JAFOM,Argentina,LATAM,es,0.38,Female,0,1,0,72,Champion (60+m),1,1,Fiber optic,1,1,1,1,1,1,Two year,2,1,Credit card (automatic),115.55,8312.4,Premium,0.3379,0
2122-SZZZD,Vietnam,APAC,ja,0.61,Male,0,0,0,44,Loyal (37-60m),1,0,No,0,0,0,0,0,0,One year,1,0,Credit card (automatic),19.5,835.5,Low,0.2436,0
2122-YWVYA,Nigeria,Africa,en,0.22,Female,0,0,0,18,Growing (13-36m),1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,1,Electronic check,75.4,1380.4,High,0.7465,0
2123-AGEEN,Sweden,EU,fr,0.92,Female,1,0,0,7,New (0-12m),1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,0,1,Electronic check,84.35,609.65,High,0.9024,0
2123-VSCOT,Malaysia,APAC,ja,0.61,Female,0,1,1,59,Loyal (37-60m),1,1,DSL,0,0,1,1,1,0,Two year,2,1,Bank transfer (automatic),72.1,4194.85,High,0.2299,0
2126-GSEGL,India,APAC,ja,0.61,Female,0,1,0,70,Champion (60+m),1,1,DSL,0,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),84.8,5917.55,High,0.1524,0
2129-ALKBS,Lebanon,MENA,ar,0.55,Female,0,1,1,40,Loyal (37-60m),1,1,No,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,26.2,1077.5,Low,0.4802,0
2133-TSRRM,South Korea,APAC,ja,0.61,Female,0,0,1,34,Growing (13-36m),1,0,Fiber optic,1,1,1,0,1,1,Month-to-month,0,1,Bank transfer (automatic),105.35,3688.6,Premium,0.6882,0
2135-DQWAQ,Mexico,LATAM,es,0.38,Female,0,0,0,5,New (0-12m),1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,1,Mailed check,85.3,420.45,High,0.8012,0
2135-RXIHG,Philippines,APAC,ja,0.61,Male,0,0,0,1,New (0-12m),1,0,DSL,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,45.65,45.65,Mid,0.8041,1
2137-DQMEV,Philippines,APAC,ja,0.61,Male,0,1,1,68,Champion (60+m),0,0,DSL,1,1,0,0,1,0,One year,1,0,Mailed check,44.8,2983.65,Mid,0.308,0
2138-VFAPZ,India,APAC,ja,0.61,Female,0,1,1,14,Growing (13-36m),1,0,No,0,0,0,0,0,0,Two year,2,1,Mailed check,19.7,263.65,Low,0.3297,0
2139-FQHLM,South Korea,APAC,ja,0.61,Male,0,0,0,19,Growing (13-36m),1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,0,Mailed check,89.95,1682.4,High,0.7633,0
2141-RRYGO,Lebanon,MENA,ar,0.55,Female,0,0,0,4,New (0-12m),1,0,DSL,0,1,0,0,1,1,Month-to-month,0,1,Bank transfer (automatic),68.65,261.25,High,0.8124,1
2143-LJULT,Japan,APAC,ja,0.61,Female,0,1,0,67,Champion (60+m),1,1,No,0,0,0,0,0,0,Two year,2,1,Credit card (automatic),25.25,1733.15,Low,0.093,0
2144-BFDSO,Peru,LATAM,es,0.38,Female,1,1,0,50,Loyal (37-60m),1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,0,Bank transfer (automatic),108.75,5431.9,Premium,0.6419,0
2144-ESWKO,Guatemala,LATAM,es,0.38,Male,0,0,0,43,Loyal (37-60m),0,0,DSL,1,0,1,0,0,0,One year,1,1,Credit card (automatic),35.2,1463.7,Mid,0.3125,0
2146-EGVDT,Belarus,CIS,ru,0.3,Male,0,1,1,59,Loyal (37-60m),1,0,No,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),19.3,1192.7,Low,0.1576,0
2150-OEGBV,Indonesia,APAC,ja,0.61,Male,0,0,0,27,Growing (13-36m),1,0,No,0,0,0,0,0,0,One year,1,0,Bank transfer (automatic),20.1,562.6,Low,0.4199,0
2150-UWTFY,India,APAC,ja,0.61,Female,0,1,1,22,Growing (13-36m),1,0,DSL,1,1,1,0,0,0,Month-to-month,0,0,Mailed check,61.15,1422.05,Mid,0.7113,1
2150-WLKUW,Kenya,Africa,en,0.22,Female,0,1,0,40,Loyal (37-60m),1,1,DSL,0,1,0,0,1,0,One year,1,0,Bank transfer (automatic),63.9,2635.0,Mid,0.4618,0
2153-MREFK,Kazakhstan,CIS,ru,0.3,Female,0,1,0,37,Loyal (37-60m),1,1,Fiber optic,1,0,1,1,0,1,One year,1,1,Electronic check,99.2,3754.6,Premium,0.5883,1
2154-KVJFF,Kenya,Africa,en,0.22,Female,0,0,0,15,Growing (13-36m),1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,1,Electronic check,79.75,1111.85,High,0.6879,1
2155-AMQRX,Indonesia,APAC,ja,0.61,Female,0,0,0,28,Growing (13-36m),1,1,DSL,0,0,0,1,0,0,Month-to-month,0,1,Credit card (automatic),54.9,1505.15,Mid,0.5928,0
2157-MXBJS,Ethiopia,Africa,en,0.22,Male,0,1,0,13,Growing (13-36m),1,1,DSL,0,0,1,0,1,1,One year,1,1,Mailed check,75.3,989.45,High,0.6172,1
2159-TURXX,Russia,CIS,ru,0.3,Male,0,0,0,5,New (0-12m),1,0,No,0,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),20.05,95.55,Low,0.6095,0
2160-GPFXD,Russia,CIS,ru,0.3,Male,0,1,1,54,Loyal (37-60m),1,1,DSL,1,1,0,1,0,0,Two year,2,1,Credit card (automatic),65.65,3566.7,High,0.229,0
